nm_servico,tipo_compra,quantidade_captada,vl_preco
Banho,RENOVAÇÃO,1,74.0
Banho,RENOVAÇÃO,1,74.0
Banho,RENOVAÇÃO,1,74.0
Banho,AQUISIÇÃO,1,136.0
Banho,AQUISIÇÃO,1,57.0
Banho,AQUISIÇÃO,1,66.0
Fisioterapia,AQUISIÇÃO,2,170.0
Banho,AQUISIÇÃO,1,77.0
Banho,AQUISIÇÃO,1,93.0
Banho,AQUISIÇÃO,1,102.0
Banho,AQUISIÇÃO,1,63.5
Banho,AQUISIÇÃO,2,99.0
Banho,RENOVAÇÃO,2,99.0
Fisioterapia,AQUISIÇÃO,2,118.0
Acupuntura,AQUISIÇÃO,2,115.0
Banho,AQUISIÇÃO,1,43.0
Acupuntura,AQUISIÇÃO,4,132.0
Banho,AQUISIÇÃO,1,99.0
Banho,AQUISIÇÃO,1,160.0
Banho,AQUISIÇÃO,1,160.0
Acupuntura,AQUISIÇÃO,2,145.0
Fisioterapia,AQUISIÇÃO,1,198.0
Banho,AQUISIÇÃO,1,53.0
Banho,AQUISIÇÃO,1,114.0
Acupuntura,AQUISIÇÃO,2,106.0
Fisioterapia,AQUISIÇÃO,2,118.0
Fisioterapia,RENOVAÇÃO,2,135.0
Fisioterapia,RENOVAÇÃO,2,135.0
Fisioterapia,RENOVAÇÃO,2,135.0
Fisioterapia,AQUISIÇÃO,2,135.0
Fisioterapia,RENOVAÇÃO,2,135.0
Fisioterapia,RENOVAÇÃO,2,135.0
Banho,AQUISIÇÃO,4,99.0
Banho,AQUISIÇÃO,1,5.03
Banho,RENOVAÇÃO,1,63.0
Banho,RENOVAÇÃO,1,58.0
Banho,RENOVAÇÃO,1,119.0
Banho,RENOVAÇÃO,1,43.0
Banho,AQUISIÇÃO,1,43.0
Banho,AQUISIÇÃO,1,63.0
Banho,AQUISIÇÃO,1,37.0
Banho,AQUISIÇÃO,1,82.0
Banho,AQUISIÇÃO,1,82.0
Banho,AQUISIÇÃO,1,82.0
Banho,AQUISIÇÃO,1,58.0
Banho,AQUISIÇÃO,1,119.0
Acupuntura,AQUISIÇÃO,1,96.0
Fisioterapia,AQUISIÇÃO,2,131.5
Banho,AQUISIÇÃO,1,66.0
Banho,AQUISIÇÃO,1,98.0
Banho,RENOVAÇÃO,1,98.0
Banho,AQUISIÇÃO,1,63.5
Banho,AQUISIÇÃO,1,130.0
Banho,AQUISIÇÃO,1,64.0
Banho,AQUISIÇÃO,1,74.0
Acupuntura,AQUISIÇÃO,1,145.0
Fisioterapia,AQUISIÇÃO,3,153.0
Banho,RENOVAÇÃO,1,64.0
Banho,RENOVAÇÃO,1,74.0
Acupuntura,AQUISIÇÃO,1,96.0
Banho,AQUISIÇÃO,1,79.0
Banho,AQUISIÇÃO,1,97.0
Banho,AQUISIÇÃO,1,97.0
Acupuntura,AQUISIÇÃO,1,145.0
Acupuntura,AQUISIÇÃO,2,96.0
Banho,AQUISIÇÃO,1,46.0
Banho,RENOVAÇÃO,1,46.0
Banho,AQUISIÇÃO,1,64.0
Banho,AQUISIÇÃO,1,74.0
Banho,AQUISIÇÃO,1,35.0
Banho,AQUISIÇÃO,1,43.0
Banho,AQUISIÇÃO,1,108.0
Banho,AQUISIÇÃO,4,43.0
Banho,AQUISIÇÃO,1,93.0
Banho,AQUISIÇÃO,1,93.0
Banho,AQUISIÇÃO,1,93.0
Fisioterapia,AQUISIÇÃO,4,124.5
Banho,AQUISIÇÃO,1,78.0
Banho,AQUISIÇÃO,1,93.0
Banho,AQUISIÇÃO,1,53.0
Fisioterapia,AQUISIÇÃO,1,87.5
Acupuntura,AQUISIÇÃO,1,145.0
Banho,AQUISIÇÃO,1,187.0
Banho,AQUISIÇÃO,1,187.0
Banho,AQUISIÇÃO,1,63.5
Banho,AQUISIÇÃO,1,43.0
Banho,AQUISIÇÃO,1,78.65
Banho,AQUISIÇÃO,1,62.5
Banho,AQUISIÇÃO,1,96.0
Banho,AQUISIÇÃO,1,52.0
Banho,AQUISIÇÃO,1,52.0
Fisioterapia,AQUISIÇÃO,4,138.0
Fisioterapia,AQUISIÇÃO,12,175.0
Banho,AQUISIÇÃO,1,35.0
Banho,RENOVAÇÃO,1,59.9
Banho,AQUISIÇÃO,1,59.9
Banho,AQUISIÇÃO,1,62.0
Banho,AQUISIÇÃO,1,62.0
Banho,AQUISIÇÃO,1,114.0
Acupuntura,AQUISIÇÃO,1,106.0
Banho,RENOVAÇÃO,2,63.0
Banho,AQUISIÇÃO,2,63.0
Banho,RENOVAÇÃO,2,63.0
Banho,RENOVAÇÃO,2,63.0
Banho,RENOVAÇÃO,2,63.0
Banho,AQUISIÇÃO,2,59.9
Banho,AQUISIÇÃO,2,59.9
Acupuntura,AQUISIÇÃO,2,107.0
Banho,AQUISIÇÃO,4,59.9
Banho,AQUISIÇÃO,4,59.9
Fisioterapia,RENOVAÇÃO,4,170.0
Fisioterapia,RENOVAÇÃO,4,170.0
Fisioterapia,RENOVAÇÃO,4,170.0
Fisioterapia,AQUISIÇÃO,4,170.0
Fisioterapia,RENOVAÇÃO,4,170.0
Acupuntura,AQUISIÇÃO,4,170.0
Banho,RENOVAÇÃO,1,114.0
Banho,AQUISIÇÃO,1,135.0
Banho,RENOVAÇÃO,1,56.0
Banho,AQUISIÇÃO,1,56.0
Banho,AQUISIÇÃO,1,43.0
Banho,AQUISIÇÃO,1,32.8
Banho,RENOVAÇÃO,1,58.0
Banho,AQUISIÇÃO,1,58.0
Banho,RENOVAÇÃO,1,58.0
Banho,RENOVAÇÃO,1,58.0
Banho,AQUISIÇÃO,1,41.25
Acupuntura,AQUISIÇÃO,1,106.0
Acupuntura,AQUISIÇÃO,1,115.0
Banho,AQUISIÇÃO,1,77.0
Acupuntura,AQUISIÇÃO,1,130.0
Banho,RENOVAÇÃO,1,58.0
Banho,AQUISIÇÃO,1,41.25
Banho,AQUISIÇÃO,1,97.0
Banho,AQUISIÇÃO,1,91.0
Banho,AQUISIÇÃO,1,102.5
Banho,AQUISIÇÃO,1,135.0
Banho,AQUISIÇÃO,1,35.0
Banho,AQUISIÇÃO,1,35.0
Banho,AQUISIÇÃO,1,46.0
Banho,AQUISIÇÃO,1,77.0
Banho,AQUISIÇÃO,1,77.0
Banho,AQUISIÇÃO,2,79.0
Banho,AQUISIÇÃO,2,98.0
Fisioterapia,AQUISIÇÃO,4,87.5
Fisioterapia,AQUISIÇÃO,4,124.0
Fisioterapia,AQUISIÇÃO,4,149.0
Banho,AQUISIÇÃO,2,41.0
Acupuntura,AQUISIÇÃO,1,96.0
Fisioterapia,AQUISIÇÃO,1,96.0
Fisioterapia,AQUISIÇÃO,1,124.0
Fisioterapia,AQUISIÇÃO,1,155.0
Fisioterapia,AQUISIÇÃO,1,138.0
Banho,RENOVAÇÃO,2,41.0
Banho,AQUISIÇÃO,1,62.0
Banho,AQUISIÇÃO,1,62.0
Banho,AQUISIÇÃO,1,62.0
Fisioterapia,AQUISIÇÃO,1,135.0
Banho,AQUISIÇÃO,4,78.0
Acupuntura,AQUISIÇÃO,1,153.0
Banho,AQUISIÇÃO,1,64.0
Banho,AQUISIÇÃO,1,53.0
Banho,AQUISIÇÃO,1,53.0
Banho,RENOVAÇÃO,1,63.0
Banho,AQUISIÇÃO,1,63.0
Acupuntura,AQUISIÇÃO,4,115.0
Acupuntura,AQUISIÇÃO,4,132.0
Fisioterapia,AQUISIÇÃO,12,170.0
Fisioterapia,AQUISIÇÃO,8,132.0
Fisioterapia,RENOVAÇÃO,8,132.0
Fisioterapia,RENOVAÇÃO,8,132.0
Fisioterapia,RENOVAÇÃO,8,132.0
Fisioterapia,RENOVAÇÃO,8,104.0
Fisioterapia,AQUISIÇÃO,8,104.0
Banho,RENOVAÇÃO,4,69.0
Banho,AQUISIÇÃO,4,69.0
Banho,AQUISIÇÃO,2,78.65
Banho,RENOVAÇÃO,2,78.65
Banho,RENOVAÇÃO,2,78.65
Banho,RENOVAÇÃO,2,78.65
Banho,AQUISIÇÃO,1,116.0
Banho,AQUISIÇÃO,1,102.0
Banho,AQUISIÇÃO,1,99.0
Banho,AQUISIÇÃO,1,99.0
Banho,RENOVAÇÃO,1,78.65
Banho,AQUISIÇÃO,1,78.65
Banho,AQUISIÇÃO,1,66.0
Banho,RENOVAÇÃO,1,47.0
Banho,AQUISIÇÃO,1,47.0
Banho,RENOVAÇÃO,1,46.0
Banho,RENOVAÇÃO,1,46.0
Banho,AQUISIÇÃO,1,46.0
Banho,RENOVAÇÃO,1,46.0
Fisioterapia,AQUISIÇÃO,4,149.0
Fisioterapia,AQUISIÇÃO,1,139.0
Fisioterapia,AQUISIÇÃO,1,162.0
Fisioterapia,AQUISIÇÃO,1,131.5
Fisioterapia,AQUISIÇÃO,1,198.0
Banho,AQUISIÇÃO,1,62.0
Banho,AQUISIÇÃO,1,62.0
Banho,AQUISIÇÃO,1,56.0
Banho,RENOVAÇÃO,1,78.65
Banho,RENOVAÇÃO,1,78.65
Banho,AQUISIÇÃO,1,78.65
Banho,AQUISIÇÃO,1,78.65
Banho,AQUISIÇÃO,1,76.0
Fisioterapia,AQUISIÇÃO,1,177.0
Banho,AQUISIÇÃO,2,59.0
Fisioterapia,AQUISIÇÃO,8,153.0
Banho,RENOVAÇÃO,2,59.0
Banho,AQUISIÇÃO,1,63.0
Banho,AQUISIÇÃO,1,67.25
Banho,AQUISIÇÃO,1,67.25
Fisioterapia,AQUISIÇÃO,1,160.0
Fisioterapia,AQUISIÇÃO,4,139.0
Fisioterapia,RENOVAÇÃO,4,139.0
Banho,AQUISIÇÃO,1,59.0
Fisioterapia,AQUISIÇÃO,1,104.0
Acupuntura,AQUISIÇÃO,1,115.0
Fisioterapia,AQUISIÇÃO,1,145.0
Acupuntura,AQUISIÇÃO,1,145.0
Fisioterapia,AQUISIÇÃO,1,153.0
Banho,AQUISIÇÃO,1,57.0
Fisioterapia,AQUISIÇÃO,4,138.0
Banho,AQUISIÇÃO,1,82.5
Banho,AQUISIÇÃO,1,37.0
Fisioterapia,AQUISIÇÃO,1,139.0
Fisioterapia,AQUISIÇÃO,4,123.0
Fisioterapia,AQUISIÇÃO,4,92.0
Fisioterapia,AQUISIÇÃO,12,92.0
Fisioterapia,AQUISIÇÃO,4,123.0
Banho,AQUISIÇÃO,1,79.2
Banho,AQUISIÇÃO,1,99.0
Banho,AQUISIÇÃO,1,89.9
Banho,AQUISIÇÃO,1,57.0
Banho,AQUISIÇÃO,1,57.0
Banho,RENOVAÇÃO,2,129.0
Banho,AQUISIÇÃO,2,129.0
Banho,AQUISIÇÃO,1,5.03
Banho,AQUISIÇÃO,1,74.0
Banho,AQUISIÇÃO,1,63.0
Acupuntura,AQUISIÇÃO,1,145.0
Banho,AQUISIÇÃO,1,35.0
Banho,AQUISIÇÃO,1,53.0
Banho,AQUISIÇÃO,1,59.0
Banho,RENOVAÇÃO,1,67.0
Banho,RENOVAÇÃO,1,75.99
Banho,AQUISIÇÃO,1,67.0
Banho,AQUISIÇÃO,2,79.0
Banho,AQUISIÇÃO,1,98.0
Fisioterapia,AQUISIÇÃO,1,159.0
Banho,AQUISIÇÃO,2,82.0
Fisioterapia,AQUISIÇÃO,4,139.0
Fisioterapia,AQUISIÇÃO,8,170.0
Banho,AQUISIÇÃO,1,56.25
Banho,AQUISIÇÃO,1,89.14
Banho,AQUISIÇÃO,1,75.99
Banho,AQUISIÇÃO,1,78.0
Banho,RENOVAÇÃO,1,43.0
Banho,AQUISIÇÃO,1,43.0
Banho,AQUISIÇÃO,1,46.0
Banho,AQUISIÇÃO,1,93.0
Banho,AQUISIÇÃO,1,93.0
Banho,AQUISIÇÃO,1,93.0
Banho,AQUISIÇÃO,1,79.0
Banho,AQUISIÇÃO,2,64.0
Banho,AQUISIÇÃO,1,63.0
Banho,RENOVAÇÃO,3,97.0
Banho,AQUISIÇÃO,1,57.0
Banho,AQUISIÇÃO,1,57.0
Banho,AQUISIÇÃO,2,37.0
Banho,AQUISIÇÃO,2,37.0
Banho,AQUISIÇÃO,1,79.0
Banho,AQUISIÇÃO,3,97.0
Banho,AQUISIÇÃO,1,136.0
Fisioterapia,AQUISIÇÃO,1,118.0
Fisioterapia,AQUISIÇÃO,1,132.0
Banho,AQUISIÇÃO,1,115.0
Acupuntura,AQUISIÇÃO,2,115.0
Fisioterapia,AQUISIÇÃO,2,177.0
Fisioterapia,AQUISIÇÃO,4,145.0
Fisioterapia,AQUISIÇÃO,12,149.0
Banho,AQUISIÇÃO,1,61.6
Banho,AQUISIÇÃO,1,52.0
Banho,AQUISIÇÃO,1,52.0
Banho,RENOVAÇÃO,1,52.0
Banho,RENOVAÇÃO,1,52.0
Banho,AQUISIÇÃO,1,32.8
Banho,AQUISIÇÃO,1,69.0
Banho,AQUISIÇÃO,1,76.0
Banho,AQUISIÇÃO,2,35.0
Acupuntura,AQUISIÇÃO,1,118.0
Fisioterapia,AQUISIÇÃO,1,154.5
Banho,AQUISIÇÃO,1,175.0
Banho,RENOVAÇÃO,1,69.0
Banho,RENOVAÇÃO,1,52.0
Banho,AQUISIÇÃO,1,5.01
Banho,AQUISIÇÃO,2,5.01
Banho,AQUISIÇÃO,1,69.5
Banho,AQUISIÇÃO,1,56.0
Banho,AQUISIÇÃO,2,186.0
Banho,RENOVAÇÃO,2,186.0
Banho,RENOVAÇÃO,1,46.0
Banho,RENOVAÇÃO,2,78.65
Acupuntura,AQUISIÇÃO,1,87.5
Banho,AQUISIÇÃO,1,46.0
Fisioterapia,AQUISIÇÃO,1,198.0
Banho,AQUISIÇÃO,2,78.65
Fisioterapia,AQUISIÇÃO,4,160.0
Fisioterapia,AQUISIÇÃO,4,177.0
Acupuntura,AQUISIÇÃO,4,153.0
Fisioterapia,AQUISIÇÃO,12,219.0
Fisioterapia,AQUISIÇÃO,8,198.0
Banho,AQUISIÇÃO,1,84.0
Banho,AQUISIÇÃO,1,57.0
Fisioterapia,AQUISIÇÃO,8,119.0
Banho,AQUISIÇÃO,1,79.0
Banho,AQUISIÇÃO,1,79.0
Banho,AQUISIÇÃO,1,79.0
Banho,AQUISIÇÃO,1,58.0
Acupuntura,AQUISIÇÃO,1,130.62
Banho,AQUISIÇÃO,1,130.0
Banho,AQUISIÇÃO,1,57.0
Banho,AQUISIÇÃO,1,57.0
Banho,AQUISIÇÃO,1,53.0
Banho,AQUISIÇÃO,2,79.0
Banho,AQUISIÇÃO,1,104.0
Banho,AQUISIÇÃO,1,63.0
Banho,AQUISIÇÃO,1,120.6
Fisioterapia,AQUISIÇÃO,4,198.0
Banho,AQUISIÇÃO,1,130.0
Banho,AQUISIÇÃO,1,59.0
Fisioterapia,AQUISIÇÃO,1,101.0
Fisioterapia,AQUISIÇÃO,1,87.5
Acupuntura,AQUISIÇÃO,1,145.0
Fisioterapia,AQUISIÇÃO,1,135.0
Acupuntura,AQUISIÇÃO,2,106.0
Banho,AQUISIÇÃO,1,69.5
Banho,RENOVAÇÃO,1,74.0
Banho,AQUISIÇÃO,1,74.0
Banho,AQUISIÇÃO,1,78.0
Banho,AQUISIÇÃO,1,59.9
Banho,AQUISIÇÃO,1,62.0
Fisioterapia,AQUISIÇÃO,1,101.0
Acupuntura,AQUISIÇÃO,1,115.0
Acupuntura,AQUISIÇÃO,1,115.0
Fisioterapia,AQUISIÇÃO,1,124.0
Fisioterapia,AQUISIÇÃO,1,138.0
Banho,AQUISIÇÃO,1,77.0
Banho,AQUISIÇÃO,1,52.0
Fisioterapia,AQUISIÇÃO,1,101.0
Acupuntura,AQUISIÇÃO,1,115.0
Fisioterapia,AQUISIÇÃO,1,101.0
Fisioterapia,AQUISIÇÃO,1,124.0
Banho,RENOVAÇÃO,2,47.0
Acupuntura,AQUISIÇÃO,1,96.0
Banho,AQUISIÇÃO,2,57.0
Banho,RENOVAÇÃO,2,57.0
Acupuntura,AQUISIÇÃO,1,130.0
Banho,RENOVAÇÃO,2,82.0
Banho,RENOVAÇÃO,2,82.0
Banho,AQUISIÇÃO,2,47.0
Banho,AQUISIÇÃO,1,67.0
Banho,AQUISIÇÃO,1,67.0
Banho,AQUISIÇÃO,1,67.0
Banho,AQUISIÇÃO,2,82.0
Banho,AQUISIÇÃO,2,82.0
Fisioterapia,AQUISIÇÃO,1,177.0
Banho,AQUISIÇÃO,1,58.0
Banho,AQUISIÇÃO,1,63.0
Banho,AQUISIÇÃO,1,64.0
Banho,AQUISIÇÃO,1,52.0
Banho,AQUISIÇÃO,1,52.0
Banho,AQUISIÇÃO,1,59.0
Banho,AQUISIÇÃO,1,78.0
Acupuntura,AQUISIÇÃO,2,115.0
Banho,RENOVAÇÃO,1,64.0
Banho,RENOVAÇÃO,1,64.0
Banho,AQUISIÇÃO,1,66.0
Banho,AQUISIÇÃO,1,79.0
Banho,AQUISIÇÃO,1,98.0
Banho,AQUISIÇÃO,2,89.9
Banho,AQUISIÇÃO,4,89.9
Fisioterapia,AQUISIÇÃO,1,118.0
Banho,AQUISIÇÃO,1,93.0
Fisioterapia,AQUISIÇÃO,1,154.5
Banho,AQUISIÇÃO,1,58.0
Banho,AQUISIÇÃO,1,63.0
Banho,RENOVAÇÃO,1,112.0
Banho,RENOVAÇÃO,1,112.0
Banho,AQUISIÇÃO,1,112.0
Banho,RENOVAÇÃO,2,62.0
Banho,AQUISIÇÃO,2,62.0
Banho,RENOVAÇÃO,2,62.0
Banho,RENOVAÇÃO,2,62.0
Banho,RENOVAÇÃO,2,79.2
Banho,AQUISIÇÃO,2,79.2
Banho,RENOVAÇÃO,1,63.0
Banho,AQUISIÇÃO,1,63.0
Banho,RENOVAÇÃO,1,63.0
Banho,AQUISIÇÃO,1,53.0
Banho,RENOVAÇÃO,1,53.0
Banho,RENOVAÇÃO,1,53.0
Banho,AQUISIÇÃO,1,59.0
Banho,AQUISIÇÃO,1,63.0
Banho,AQUISIÇÃO,1,63.0
Fisioterapia,AQUISIÇÃO,4,101.0
Banho,AQUISIÇÃO,1,82.0
Banho,AQUISIÇÃO,1,62.0
Banho,AQUISIÇÃO,1,46.0
Banho,RENOVAÇÃO,1,78.0
Banho,AQUISIÇÃO,1,37.0
Banho,AQUISIÇÃO,1,78.0
Acupuntura,AQUISIÇÃO,1,92.0
Fisioterapia,AQUISIÇÃO,1,92.0
Banho,AQUISIÇÃO,1,82.5
Acupuntura,AQUISIÇÃO,1,153.0
Fisioterapia,AQUISIÇÃO,8,170.0
Fisioterapia,AQUISIÇÃO,12,198.0
Fisioterapia,AQUISIÇÃO,1,177.0
Banho,AQUISIÇÃO,1,63.0
Fisioterapia,AQUISIÇÃO,4,153.0
Acupuntura,AQUISIÇÃO,4,101.0
Fisioterapia,AQUISIÇÃO,1,154.0
Fisioterapia,AQUISIÇÃO,1,101.0
Banho,AQUISIÇÃO,1,99.0
Banho,AQUISIÇÃO,1,82.0
Banho,AQUISIÇÃO,1,82.0
Banho,AQUISIÇÃO,1,74.0
Banho,AQUISIÇÃO,1,67.0
Banho,AQUISIÇÃO,1,79.0
Banho,AQUISIÇÃO,1,59.0
Banho,AQUISIÇÃO,1,63.5
Fisioterapia,AQUISIÇÃO,4,138.0
Fisioterapia,AQUISIÇÃO,1,170.0
Banho,AQUISIÇÃO,1,78.0
Banho,AQUISIÇÃO,2,46.0
Fisioterapia,AQUISIÇÃO,12,177.0
Banho,AQUISIÇÃO,2,119.0
Banho,RENOVAÇÃO,1,63.0
Banho,AQUISIÇÃO,1,63.0
Banho,AQUISIÇÃO,1,59.0
Banho,RENOVAÇÃO,1,59.0
Banho,AQUISIÇÃO,1,46.0
Banho,AQUISIÇÃO,1,69.5
Banho,AQUISIÇÃO,1,78.0
Banho,AQUISIÇÃO,1,97.0
Banho,AQUISIÇÃO,1,69.5
Fisioterapia,AQUISIÇÃO,1,132.0
Banho,AQUISIÇÃO,4,99.0
Fisioterapia,AQUISIÇÃO,1,124.0
Fisioterapia,AQUISIÇÃO,1,118.0
Fisioterapia,AQUISIÇÃO,1,118.0
Banho,AQUISIÇÃO,1,97.0
Banho,AQUISIÇÃO,1,78.0
Banho,RENOVAÇÃO,1,62.0
Banho,AQUISIÇÃO,1,62.0
Fisioterapia,AQUISIÇÃO,1,180.0
Banho,AQUISIÇÃO,1,102.0
Banho,AQUISIÇÃO,2,97.0
Banho,RENOVAÇÃO,2,97.0
Banho,AQUISIÇÃO,1,93.0
Banho,AQUISIÇÃO,1,93.0
Banho,AQUISIÇÃO,1,102.0
Banho,AQUISIÇÃO,1,35.0
Banho,AQUISIÇÃO,1,74.9
Banho,AQUISIÇÃO,1,79.2
Banho,AQUISIÇÃO,4,52.0
Banho,AQUISIÇÃO,1,63.0
Banho,AQUISIÇÃO,1,113.85
Banho,AQUISIÇÃO,1,78.0
Fisioterapia,AQUISIÇÃO,2,139.0
Banho,AQUISIÇÃO,2,47.0
Banho,AQUISIÇÃO,1,102.0
Fisioterapia,AQUISIÇÃO,4,128.0
Fisioterapia,AQUISIÇÃO,8,138.0
Fisioterapia,AQUISIÇÃO,4,198.0
Fisioterapia,AQUISIÇÃO,4,175.0
Fisioterapia,RENOVAÇÃO,4,175.0
Fisioterapia,AQUISIÇÃO,4,101.0
Fisioterapia,RENOVAÇÃO,4,101.0
Banho,AQUISIÇÃO,1,87.0
Banho,RENOVAÇÃO,1,87.0
Fisioterapia,AQUISIÇÃO,2,139.0
Banho,AQUISIÇÃO,1,67.0
Banho,AQUISIÇÃO,1,62.0
Fisioterapia,AQUISIÇÃO,1,124.0
Banho,AQUISIÇÃO,1,63.5
Banho,AQUISIÇÃO,1,93.0
Banho,AQUISIÇÃO,1,59.0
Banho,RENOVAÇÃO,1,59.0
Banho,RENOVAÇÃO,1,59.0
Fisioterapia,AQUISIÇÃO,4,198.0
Fisioterapia,RENOVAÇÃO,4,198.0
Banho,AQUISIÇÃO,1,97.0
Fisioterapia,AQUISIÇÃO,4,198.0
Fisioterapia,AQUISIÇÃO,4,198.0
Banho,AQUISIÇÃO,1,98.0
Banho,AQUISIÇÃO,1,97.0
Banho,AQUISIÇÃO,1,57.0
Fisioterapia,AQUISIÇÃO,1,198.0
Fisioterapia,AQUISIÇÃO,4,163.0
Banho,AQUISIÇÃO,1,79.0
Banho,AQUISIÇÃO,2,57.0
Banho,AQUISIÇÃO,1,57.0
Banho,AQUISIÇÃO,1,64.0
Banho,AQUISIÇÃO,1,64.0
Banho,AQUISIÇÃO,1,79.2
Banho,AQUISIÇÃO,1,89.9
Banho,AQUISIÇÃO,1,99.0
Fisioterapia,AQUISIÇÃO,8,139.0
Fisioterapia,AQUISIÇÃO,4,160.0
Fisioterapia,AQUISIÇÃO,4,12.45
Banho,AQUISIÇÃO,1,78.0
Fisioterapia,AQUISIÇÃO,1,160.0
Fisioterapia,AQUISIÇÃO,4,160.0
Banho,AQUISIÇÃO,1,57.0
Banho,AQUISIÇÃO,1,57.0
Banho,AQUISIÇÃO,1,57.0
Fisioterapia,AQUISIÇÃO,1,154.5
Fisioterapia,AQUISIÇÃO,1,133.0
Banho,AQUISIÇÃO,1,62.0
Banho,RENOVAÇÃO,1,46.0
Banho,RENOVAÇÃO,1,46.0
Banho,RENOVAÇÃO,1,46.0
Banho,AQUISIÇÃO,1,46.0
Banho,RENOVAÇÃO,1,46.0
Acupuntura,AQUISIÇÃO,1,106.0
Banho,AQUISIÇÃO,1,102.0
Banho,AQUISIÇÃO,2,62.5
Acupuntura,AQUISIÇÃO,4,87.5
Fisioterapia,AQUISIÇÃO,4,124.0
Fisioterapia,AQUISIÇÃO,4,138.0
Fisioterapia,AQUISIÇÃO,4,131.5
Fisioterapia,AQUISIÇÃO,4,219.0
Banho,RENOVAÇÃO,2,62.5
Banho,AQUISIÇÃO,1,130.0
Banho,AQUISIÇÃO,1,53.0
Banho,AQUISIÇÃO,1,74.0
Fisioterapia,AQUISIÇÃO,1,101.0
Fisioterapia,AQUISIÇÃO,1,139.0
Banho,AQUISIÇÃO,1,97.0
Fisioterapia,AQUISIÇÃO,1,138.0
Fisioterapia,AQUISIÇÃO,1,198.0
Fisioterapia,AQUISIÇÃO,4,101.0
Fisioterapia,AQUISIÇÃO,4,219.0
Fisioterapia,AQUISIÇÃO,12,219.0
Fisioterapia,AQUISIÇÃO,4,138.0
Banho,AQUISIÇÃO,1,59.0
Banho,AQUISIÇÃO,1,98.0
Fisioterapia,AQUISIÇÃO,1,118.0
Banho,AQUISIÇÃO,1,115.0
Banho,AQUISIÇÃO,1,115.0
Banho,AQUISIÇÃO,1,115.0
Banho,AQUISIÇÃO,1,102.0
Fisioterapia,AQUISIÇÃO,1,198.0
Banho,AQUISIÇÃO,1,135.0
Banho,AQUISIÇÃO,1,130.0
Banho,AQUISIÇÃO,1,64.0
Banho,AQUISIÇÃO,2,52.0
Banho,AQUISIÇÃO,2,52.0
Banho,AQUISIÇÃO,2,62.0
Banho,RENOVAÇÃO,2,79.0
Banho,AQUISIÇÃO,1,32.8
Banho,AQUISIÇÃO,2,79.0
Banho,AQUISIÇÃO,1,79.0
Banho,AQUISIÇÃO,1,97.0
Fisioterapia,AQUISIÇÃO,1,138.0
Banho,AQUISIÇÃO,1,61.6
Fisioterapia,AQUISIÇÃO,4,138.0
Fisioterapia,AQUISIÇÃO,4,128.0
Banho,AQUISIÇÃO,1,63.0
Banho,AQUISIÇÃO,1,123.0
Fisioterapia,AQUISIÇÃO,10,1.0
Banho,AQUISIÇÃO,1,128.7
Banho,AQUISIÇÃO,1,99.0
Banho,AQUISIÇÃO,1,52.0
Banho,AQUISIÇÃO,1,97.0
Banho,AQUISIÇÃO,1,43.0
Banho,RENOVAÇÃO,1,78.5
Banho,AQUISIÇÃO,1,78.5
Banho,AQUISIÇÃO,1,79.2
Banho,RENOVAÇÃO,4,63.0
Banho,AQUISIÇÃO,1,83.0
Banho,AQUISIÇÃO,1,97.0
Acupuntura,AQUISIÇÃO,1,130.0
Fisioterapia,AQUISIÇÃO,1,136.0
Banho,AQUISIÇÃO,1,83.0
Banho,AQUISIÇÃO,4,63.0
Banho,RENOVAÇÃO,1,78.5
Banho,AQUISIÇÃO,1,83.0
Fisioterapia,AQUISIÇÃO,2,198.0
Banho,RENOVAÇÃO,4,63.0
Fisioterapia,AQUISIÇÃO,4,139.0
Banho,AQUISIÇÃO,1,46.0
Fisioterapia,AQUISIÇÃO,1,139.0
Fisioterapia,AQUISIÇÃO,1,154.0
Fisioterapia,AQUISIÇÃO,4,160.0
Fisioterapia,AQUISIÇÃO,8,104.0
Fisioterapia,AQUISIÇÃO,12,139.0
Banho,AQUISIÇÃO,1,78.0
Fisioterapia,AQUISIÇÃO,1,101.0
Banho,AQUISIÇÃO,1,74.0
Banho,RENOVAÇÃO,1,64.0
Banho,RENOVAÇÃO,1,64.0
Banho,RENOVAÇÃO,1,64.0
Banho,RENOVAÇÃO,1,64.0
Banho,AQUISIÇÃO,1,64.0
Banho,AQUISIÇÃO,1,64.0
Acupuntura,AQUISIÇÃO,2,96.0
Fisioterapia,AQUISIÇÃO,1,124.0
Banho,AQUISIÇÃO,1,69.5
Banho,AQUISIÇÃO,1,43.0
Banho,AQUISIÇÃO,1,58.0
Banho,AQUISIÇÃO,1,35.0
Banho,AQUISIÇÃO,1,62.0
Banho,AQUISIÇÃO,1,82.0
Banho,AQUISIÇÃO,1,37.0
Banho,AQUISIÇÃO,1,37.0
Banho,AQUISIÇÃO,1,69.5
Banho,RENOVAÇÃO,1,64.0
Banho,AQUISIÇÃO,1,64.0
Banho,RENOVAÇÃO,1,64.0
Fisioterapia,AQUISIÇÃO,1,139.0
Banho,RENOVAÇÃO,1,64.0
Banho,AQUISIÇÃO,1,63.0
Banho,AQUISIÇÃO,2,53.0
Banho,AQUISIÇÃO,2,53.0
Banho,RENOVAÇÃO,2,53.0
Banho,AQUISIÇÃO,1,78.0
